gtvid,c_nfc_enabled
PAG064,Unknown
PAG065,Unknown
PAW018,Unknown
PAW023,Unknown
PBE008,Unknown
PBE022,Unknown
PBG015,Unknown
PBG035,Unknown
PBG042,Unknown
PBG044,Unknown
PBG046,Unknown
PBG048,Unknown
PBG049,Unknown
PBG050,Unknown
PBG051,Unknown
PBG054,Unknown
PCE008,Unknown
PCG002,Unknown
PCG015,Unknown
PCG018,Unknown
PCG021,Unknown
PCG029,Unknown
PCG030,Unknown
PCG034,Unknown
PCG047,Unknown
PCG057,Unknown
PCG058,Unknown
PCG059,Unknown
PCG060,Unknown
PCG061,Unknown
PCG062,Unknown
PCG066,Unknown
PCG067,Unknown
PCG068,Unknown
PCG071,Unknown
PCG072,Unknown
PCG076,Unknown
PCG079,Unknown
PCG081,Unknown
PCG082,Unknown
PCG084,Unknown
PCG085,Unknown
PCG090,Unknown
PCG092,Unknown
PCG093,Unknown
PCG094,Unknown
PCG096,Unknown
PCG100,Unknown
PCG104,Unknown
PCG105,Unknown
PCG107,Unknown
PCG108,Unknown
PCG112,Unknown
PCG113,Unknown
PCG114,Unknown
PCG115,Unknown
PCG117,Unknown
PCW048,Unknown
PCW049,Unknown
PDE003,Unknown
PDE009,Unknown
PDE010,Unknown
PDE011,Unknown
PDE012,Unknown
PDE015,Unknown
PDE016,Unknown
PDG001,Unknown
PDG003,Unknown
PDG024,Unknown
PDG025,Unknown
PDG028,Unknown
PDG029,Unknown
PDG041,Unknown
PDG043,Unknown
PDG047,Unknown
PDG049,Unknown
PDG055,Unknown
PDG062,Unknown
PDG063,Unknown
PDG064,Unknown
PDG065,Unknown
PDG069,Unknown
PDG070,Unknown
PDG071,Unknown
PDG072,Unknown
PDG074,Unknown
PDG075,Unknown
PDG076,Unknown
PDG079,Unknown
PDG080,Unknown
PDG082,Unknown
PDG084,Unknown
PDG085,Unknown
PDG086,Unknown
PDG087,Unknown
PDG088,Unknown
PDG089,Unknown
PDG091,Unknown
PDG093,Unknown
PDG094,Unknown
PDG095,Unknown
PDG098,Unknown
PDG099,Unknown
PDW008,Unknown
PDW038,Unknown
PDW076,Unknown
PDW084,Unknown
PDW094,Unknown
PDW095,Unknown
PDW101,Unknown
PDW102,Unknown
PDW103,Unknown
PDW106,Unknown
PDW115,Unknown
PLE001,Unknown
PLE002,Unknown
PLE004,Unknown
PLE014,Unknown
PLE015,Unknown
PLG017,Unknown
PLG029,Unknown
PLG070,Unknown
PLG172,Unknown
PLG247,Unknown
PLG255,Unknown
PLG274,Unknown
PLG279,Unknown
PLG281,Unknown
PLG284,Unknown
PLG288,Unknown
PLG289,Unknown
PLG293,Unknown
PLG297,Unknown
PLG298,Unknown
PLG301,Unknown
PLG303,Unknown
PLG305,Unknown
PLG309,Unknown
PLG315,Unknown
PLG316,Unknown
PLG330,Unknown
PLG336,Unknown
PLG341,Unknown
PLG343,Unknown
PLG365,Unknown
PLG366,Unknown
PLG369,Unknown
PLG376,Unknown
PLG380,Unknown
PLG383,Unknown
PLG384,Unknown
PLG387,Unknown
PLG392,Unknown
PLG393,Unknown
PLG396,Unknown
PLG398,Unknown
PLG400,Unknown
PLG404,Unknown
PLG406,Unknown
PLG407,Unknown
PLG408,Unknown
PLG425,Unknown
PLG426,Unknown
PLG428,Unknown
PLG465,Unknown
PLG470,Unknown
PLW005,Unknown
PLW007,Unknown
PLW010,Unknown
PLW016,Unknown
PLW017,Unknown
PLW040,Unknown
PLW043,Unknown
PLW044,Unknown
PLW051,Unknown
PLW055,Unknown
PLW056,Unknown
PLW057,Unknown
PLW064,Unknown
PLW069,Unknown
PLW072,Unknown
PLW075,Unknown
PLW076,Unknown
PLW078,Unknown
PLW079,Unknown
PLW082,Unknown
PLW083,Unknown
PLW085,Unknown
PLW088,Unknown
PLW089,Unknown
PLW090,Unknown
PLW092,Unknown
PLW096,Unknown
PLW100,Unknown
POE001,Unknown
POE002,Unknown
POE003,Unknown
POE004,Unknown
POE005,Unknown
POE006,Unknown
POE007,Unknown
POE008,Unknown
POE009,Unknown
POE010,Unknown
POE015,Unknown
POE016,Unknown
POE018,Unknown
POE019,Unknown
POE030,Unknown
POE038,Unknown
POE052,Unknown
POE056,Unknown
POG012,Unknown
POW050,Unknown
POW055,Unknown
POW060,Unknown
POW074,Unknown
POW076,Unknown
POW095,Unknown
POW100,Unknown
POW133,Unknown
POW220,Unknown
POW224,Unknown
POW236,Unknown
POW239,Unknown
POW245,Unknown
POW246,Unknown
POW250,Unknown
POW251,Unknown
POW252,Unknown
POW253,Unknown
POW254,Unknown
POW255,Unknown
POW260,Unknown
POW261,Unknown
POW262,Unknown
POW263,Unknown
POW265,Unknown
POW268,Unknown
PRE004,Unknown
PRE005,Unknown
PRE009,Unknown
PRE010,Unknown
PRG003,Unknown
PRG007,Unknown
PRG011,Unknown
PRG014,Unknown
PRG024,Unknown
PRG025,Unknown
PRG029,Unknown
PRG037,Unknown
PRG038,Unknown
PRG039,Unknown
PRG043,Unknown
PRG050,Unknown
PRG084,Unknown
PRG085,Unknown
PRG092,Unknown
PRG109,Unknown
PRG110,Unknown
PRG111,Unknown
PRG113,Unknown
PRG114,Unknown
PRG115,Unknown
PRG118,Unknown
PRG127,Unknown
PRG128,Unknown
PRG129,Unknown
PRG131,Unknown
PRG132,Unknown
PRG139,Unknown
PRW016,Unknown
PRW021,Unknown
PRW025,Unknown
PRW028,Unknown
PRW031,Unknown
PRW032,Unknown
PRW034,Unknown
PRW036,Unknown
PRW040,Unknown
PRW041,Unknown
PRW042,Unknown
PSG020,Unknown
PSG024,Unknown
PTE004,Unknown
PTG053,Unknown
PTG162,Unknown
PTG167,Unknown
PTG174,Unknown
PTG180,Unknown
PTG182,Unknown
PTG191,Unknown
PTG203,Unknown
PTG204,Unknown
PTW073,Unknown
PTW113,Unknown
PTW125,Unknown
PTW133,Unknown
PTW143,Unknown
PXE043,Unknown
PXG039,Unknown
PXG076,Unknown
PXG273,Unknown
PXG319,Unknown
PXG351,Unknown
PXG505,Unknown
PXG508,Unknown
PXG528,Unknown
PXG536,Unknown
PXG538,Unknown
PXG539,Unknown
PXG540,Unknown
PXG548,Unknown
PXG550,Unknown
PXG551,Unknown
PXG553,Unknown
PXG555,Unknown
PXW187,Unknown
PXW197,Unknown
QHE002,Unknown
QHG002,Unknown
QHG003,Unknown
QHG007,Unknown
QHG008,Unknown
QHG009,Unknown
QHG010,Unknown
QHG011,Unknown
QHG012,Unknown
QHG014,Unknown
QHG022,Unknown
QHG024,Unknown
QHG025,Unknown
QHG026,Unknown
QHG027,Unknown
QHG029,Unknown
QHG030,Unknown
QHG032,Unknown
QHG033,Unknown
QHG034,Unknown
QHG035,Unknown
QHG036,Unknown
QHG037,Unknown
QHG038,Unknown
QHW002,Unknown
QHW014,Unknown
RAE005,Unknown
RAE006,Unknown
RAE011,Unknown
RAE022,Unknown
RAE023,Unknown
RAE029,Unknown
RAE030,Unknown
RAE031,Unknown
RAE037,Unknown
RAE038,Unknown
RAE039,Unknown
RAE040,Unknown
RAE050,Unknown
RAE051,Unknown
RAE056,Unknown
RAE057,Unknown
RAE082,Unknown
RAE093,Unknown
RAG007,Unknown
RAG030,Unknown
RAG036,Unknown
RAG185,Unknown
RAG187,Unknown
RAG315,Unknown
RAG340,Unknown
RAG341,Unknown
RAG342,Unknown
RAG343,Unknown
RAG344,Unknown
RAG387,Unknown
RAG413,Unknown
RAG418,Unknown
RAG420,Unknown
RAG426,Unknown
RAG427,Unknown
RAG431,Unknown
RAG455,Unknown
RAG462,Unknown
RAG467,Unknown
RAG472,Unknown
RAG473,Unknown
RAG474,Unknown
RAG475,Unknown
RAG476,Unknown
RAG484,Unknown
RAG493,Unknown
RAG499,Unknown
RAG504,Unknown
RAG529,Unknown
RAG533,Unknown
RAG547,Unknown
RAG550,Unknown
RAG551,Unknown
RAG552,Unknown
RAG565,Unknown
RAG567,Unknown
RAG568,Unknown
RAG569,Unknown
RAG572,Unknown
RAG577,Unknown
RAG578,Unknown
RAG581,Unknown
RAG582,Unknown
RAG586,Unknown
RAG590,Unknown
RAG591,Unknown
RAG593,Unknown
RAG596,Unknown
RAG597,Unknown
RAG600,Unknown
RAG601,Unknown
RAG603,Unknown
RAG609,Unknown
RAG612,Unknown
RAG614,Unknown
RAG617,Unknown
RAG619,Unknown
RAG620,Unknown
RAG622,Unknown
RAG623,Unknown
RAG624,Unknown
RAG626,Unknown
RAG628,Unknown
RAG629,Unknown
RAG632,Unknown
RAG633,Unknown
RAG635,Unknown
RAG638,Unknown
RAG641,Unknown
RAG646,Unknown
RAG647,Unknown
RAG649,Unknown
RAG650,Unknown
RAG652,Unknown
RAG656,Unknown
RAG663,Unknown
RAG666,Unknown
RAG672,Unknown
RAW172,Unknown
RAW179,Unknown
RAW185,Unknown
RAW196,Unknown
RAW197,Unknown
RAW200,Unknown
RAW210,Unknown
RAW220,Unknown
RAW227,Unknown
RAW229,Unknown
RAW232,Unknown
RAW233,Unknown
RAW237,Unknown
RAW245,Unknown
RAW250,Unknown
RAW251,Unknown
RAW252,Unknown
RAW253,Unknown
RAW255,Unknown
RAW259,Unknown
RAW260,Unknown
RAW261,Unknown
RAW262,Unknown
RAW265,Unknown
RAW267,Unknown
RAW268,Unknown
RAW269,Unknown
RAW273,Unknown
RCE001,Unknown
RCG020,Unknown
RCG024,Unknown
RCG027,Unknown
RCG028,Unknown
RCG030,Unknown
RCG032,Unknown
RCG035,Unknown
RCG037,Unknown
RFE005,Unknown
RFE013,Unknown
RFG025,Unknown
RFG027,Unknown
RFG028,Unknown
RFG030,Unknown
RFG031,Unknown
RFG035,Unknown
RFW046,Unknown
RFW056,Unknown
RFW059,Unknown
RFW061,Unknown
RFW063,Unknown
RFW066,Unknown
RFW067,Unknown
RLE008,Unknown
RLE026,Unknown
RLE029,Unknown
RLE031,Unknown
RLE043,Unknown
RLE054,Unknown
RLE060,Unknown
RLE065,Unknown
RLG019,Unknown
RLG026,Unknown
RLG044,Unknown
RLG052,Unknown
RLG062,Unknown
RLG064,Unknown
RLG073,Unknown
RLG085,Unknown
RLG112,Unknown
RLG113,Unknown
RLG114,Unknown
RLG120,Unknown
RLG122,Unknown
RLG125,Unknown
RLG132,Unknown
RLG149,Unknown
RLG155,Unknown
RLG167,Unknown
RLG170,Unknown
RLG174,Unknown
RLG182,Unknown
RLG184,Unknown
RLG185,Unknown
RLG186,Unknown
RLG187,Unknown
RLG189,Unknown
RLG201,Unknown
RLG202,Unknown
RLG207,Unknown
RLG218,Unknown
RLG219,Unknown
RLG220,Unknown
RLG221,Unknown
RLG222,Unknown
RLG223,Unknown
RLG224,Unknown
RLG229,Unknown
RLG235,Unknown
RLG236,Unknown
RLG237,Unknown
RLG238,Unknown
RLG239,Unknown
RLG242,Unknown
RLG243,Unknown
RLG246,Unknown
RLG252,Unknown
RLG254,Unknown
RLG256,Unknown
RLG257,Unknown
RLG261,Unknown
RLW109,Unknown
RLW125,Unknown
RLW126,Unknown
RLW127,Unknown
RLW139,Unknown
RLW141,Unknown
RLW144,Unknown
RME006,Unknown
RMG001,Unknown
RMG002,Unknown
RMG003,Unknown
RMG005,Unknown
RMG006,Unknown
RMG007,Unknown
RMG008,Unknown
RMG009,Unknown
RMG010,Unknown
RMG011,Unknown
RMG012,Unknown
RMG013,Unknown
RMG014,Unknown
RMG015,Unknown
RMG016,Unknown
RMG017,Unknown
RMG018,Unknown
RMG019,Unknown
RMG020,Unknown
RMG021,Unknown
RMG022,Unknown
RMG023,Unknown
RMG024,Unknown
RMG025,Unknown
RMG026,Unknown
RMG028,Unknown
RMG029,Unknown
RMG030,Unknown
RMG031,Unknown
RMG032,Unknown
RMG033,Unknown
RMG034,Unknown
RMG035,Unknown
RMG036,Unknown
RMG037,Unknown
RMG038,Unknown
RMG042,Unknown
RMG043,Unknown
RMG045,Unknown
RMG046,Unknown
RMG047,Unknown
RMG048,Unknown
RMG050,Unknown
RMG052,Unknown
RMG053,Unknown
RMG054,Unknown
RMG055,Unknown
RMG056,Unknown
RMG081,Unknown
RNE001,Unknown
RNE009,Unknown
RNG002,Unknown
RNG011,Unknown
RNG012,Unknown
RNG013,Unknown
RNG014,Unknown
RNG016,Unknown
RNG017,Unknown
RNW042,Unknown
RNW043,Unknown
RNW047,Unknown
ROE001,Unknown
ROE003,Unknown
ROE010,Unknown
ROG064,Unknown
ROG067,Unknown
ROW044,Unknown
ROW054,Unknown
ROW059,Unknown
ROW060,Unknown
RPE003,Unknown
RPG100,Unknown
RPG126,Unknown
RPG132,Unknown
RPG135,Unknown
RPG147,Unknown
RPG149,Unknown
RPG151,Unknown
RPG154,Unknown
RPG155,Unknown
RPG160,Unknown
RPG163,Unknown
RPG174,Unknown
RPG192,Unknown
RPG195,Unknown
RPG197,Unknown
RPG199,Unknown
RPG202,Unknown
RPG206,Unknown
RPG208,Unknown
RPG209,Unknown
RPG210,Unknown
RPG216,Unknown
RPG229,Unknown
RPW033,Unknown
RPW100,Unknown
RPW107,Unknown
SAE007,Unknown
SAE009,Unknown
SAE021,Unknown
SAG007,Unknown
SAG024,Unknown
SAG026,Unknown
SAG028,Unknown
SAG030,Unknown
SAG033,Unknown
SAG034,Unknown
SAG050,Unknown
SAG059,Unknown
SAG107,Unknown
SAG109,Unknown
SAG111,Unknown
SAG122,Unknown
SAG159,Unknown
SAG213,Unknown
SAG228,Unknown
SAG254,Unknown
SAG271,Unknown
SAG276,Unknown
SAG277,Unknown
SAG306,Unknown
SAG311,Unknown
SAG348,Unknown
SAG375,Unknown
SAG382,Unknown
SAG404,Unknown
SAG405,Unknown
SAG414,Unknown
SAG416,Unknown
SAG417,Unknown
SAG420,Unknown
SAG428,Unknown
SAG435,Unknown
SAG436,Unknown
SAG440,Unknown
SAG444,Unknown
SAG446,Unknown
SAG448,Unknown
SAG449,Unknown
SAG451,Unknown
SAG453,Unknown
SAG454,Unknown
SAG455,Unknown
SAG456,Unknown
SAG459,Unknown
SAG460,Unknown
SAG462,Unknown
SAG466,Unknown
SAG468,Unknown
SAG470,Unknown
SAG471,Unknown
SAG472,Unknown
SAG473,Unknown
SAG475,Unknown
SAG476,Unknown
SAG477,Unknown
SAG479,Unknown
SAG480,Unknown
SAG484,Unknown
SAG485,Unknown
SAG486,Unknown
SAG487,Unknown
SAG488,Unknown
SAG489,Unknown
SAG490,Unknown
SAG491,Unknown
SAG492,Unknown
SAG493,Unknown
SAG494,Unknown
SAG495,Unknown
SAG497,Unknown
SAG498,Unknown
SAG501,Unknown
SAG502,Unknown
SAG503,Unknown
SAG504,Unknown
SAG509,Unknown
SAG517,Unknown
SAG520,Unknown
SAG522,Unknown
SAG524,Unknown
SAW006,Unknown
SAW029,Unknown
SAW038,Unknown
SAW060,Unknown
SAW068,Unknown
SAW083,Unknown
SAW088,Unknown
SAW089,Unknown
SAW093,Unknown
SBE004,Unknown
SBE008,Unknown
SBE047,Unknown
SBE048,Unknown
SBG022,Unknown
SBW061,Unknown
SBW079,Unknown
SBW097,Unknown
SBW102,Unknown
SBW112,Unknown
SBW113,Unknown
SBW117,Unknown
SBW136,Unknown
SBW143,Unknown
SBW152,Unknown
SBW153,Unknown
SBW154,Unknown
SBW155,Unknown
SBW156,Unknown
SBW157,Unknown
SCE011,Unknown
SCE013,Unknown
SCE032,Unknown
SCE064,Unknown
SCG012,Unknown
SCG046,Unknown
SCG060,Unknown
SCG066,Unknown
SCG103,Unknown
SCG130,Unknown
SCG131,Unknown
SCG132,Unknown
SCG141,Unknown
SCG147,Unknown
SCG149,Unknown
SCG150,Unknown
SCG162,Unknown
SCG164,Unknown
SCG172,Unknown
SCG173,Unknown
SCG174,Unknown
SCG175,Unknown
SCG176,Unknown
SCG179,Unknown
SCG181,Unknown
SCG183,Unknown
SCG185,Unknown
SCG186,Unknown
SCG187,Unknown
SCG190,Unknown
SCG191,Unknown
SCG194,Unknown
SCG195,Unknown
SCG197,Unknown
SCG198,Unknown
SCG199,Unknown
SCG202,Unknown
SCG204,Unknown
SCG205,Unknown
SCG206,Unknown
SCG207,Unknown
SCG208,Unknown
SCG217,Unknown
SCG219,Unknown
SCG222,Unknown
SCG245,Unknown
SCG246,Unknown
SCG247,Unknown
SCG248,Unknown
SCG249,Unknown
SCG255,Unknown
SCW077,Unknown
SCW097,Unknown
SCW098,Unknown
SCW099,Unknown
SCW107,Unknown
SCW115,Unknown
SCW124,Unknown
SCW176,Unknown
SCW178,Unknown
SCW181,Unknown
SCW183,Unknown
SCW195,Unknown
SCW225,Unknown
SCW227,Unknown
SCW228,Unknown
SCW229,Unknown
SCW230,Unknown
SCW233,Unknown
SCW236,Unknown
SCW238,Unknown
SCW239,Unknown
SCW246,Unknown
SCW247,Unknown
SDE001,Unknown
SDE005,Unknown
SDG006,Unknown
SDG009,Unknown
SDG016,Unknown
SDG022,Unknown
SDG032,Unknown
SDG044,Unknown
SDG046,Unknown
SDG062,Unknown
SDG064,Unknown
SDG075,Unknown
SDG077,Unknown
SDG085,Unknown
SDG088,Unknown
SDG089,Unknown
SDG090,Unknown
SDG096,Unknown
SDG102,Unknown
SDG104,Unknown
SDG105,Unknown
SDG111,Unknown
SDG113,Unknown
SDG114,Unknown
SDG115,Unknown
SDG118,Unknown
SDG131,Unknown
SDG133,Unknown
SDG135,Unknown
SDG136,Unknown
SDG141,Unknown
SDG183,Unknown
SDW011,Unknown
SDW021,Unknown
SDW025,Unknown
SEE009,Unknown
SEE014,Unknown
SEE029,Unknown
SEE031,Unknown
SEE034,Unknown
SEE035,Unknown
SEG008,Unknown
SEG009,Unknown
SEG010,Unknown
SEG023,Unknown
SEG024,Unknown
SEG027,Unknown
SEG030,Unknown
SEG121,Unknown
SEG133,Unknown
SEG135,Unknown
SEG140,Unknown
SEG142,Unknown
SEG143,Unknown
SEG146,Unknown
SEG151,Unknown
SEG155,Unknown
SEG171,Unknown
SEG179,Unknown
SEG180,Unknown
SEG181,Unknown
SEG185,Unknown
SEG186,Unknown
SEG187,Unknown
SEG188,Unknown
SEG190,Unknown
SEG192,Unknown
SEG206,Unknown
SEW114,Unknown
SEW116,Unknown
SEW117,Unknown
SEW118,Unknown
SEW123,Unknown
SEW125,Unknown
SEW126,Unknown
SEW127,Unknown
SEW128,Unknown
SEW129,Unknown
SEW142,Unknown
SEW146,Unknown
SEW157,Unknown
SEW200,Unknown
SEW205,Unknown
SEW213,Unknown
SEW220,Unknown
SEW234,Unknown
SEW235,Unknown
SEW236,Unknown
SEW239,Unknown
SEW240,Unknown
SEW241,Unknown
SEW242,Unknown
SEW244,Unknown
SEW245,Unknown
SEW248,Unknown
SEW255,Unknown
SFE001,Unknown
SFE033,Unknown
SFG008,Unknown
SFG022,Unknown
SFG035,Unknown
SFG037,Unknown
SFG041,Unknown
SFG050,Unknown
SFG064,Unknown
SFG066,Unknown
SFG101,Unknown
SFG109,Unknown
SFG122,Unknown
SFG125,Unknown
SFG126,Unknown
SFG131,Unknown
SFG134,Unknown
SFG135,Unknown
SFG136,Unknown
SFG151,Unknown
SFG154,Unknown
SFG161,Unknown
SFG163,Unknown
SFG171,Unknown
SFG174,Unknown
SFG175,Unknown
SFG177,Unknown
SFG178,Unknown
SFG185,Unknown
SFG191,Unknown
SFG195,Unknown
SFG196,Unknown
SFG204,Unknown
SFG206,Unknown
SFG207,Unknown
SFG215,Unknown
SFG216,Unknown
SFG219,Unknown
SFG221,Unknown
SFG222,Unknown
SFG228,Unknown
SFG230,Unknown
SFG233,Unknown
SFG236,Unknown
SFG245,Unknown
SFG248,Unknown
SFG249,Unknown
SFG251,Unknown
SFG252,Unknown
SFG253,Unknown
SFG256,Unknown
SFG258,Unknown
SFG261,Unknown
SFG265,Unknown
SFG269,Unknown
SFG270,Unknown
SFG272,Unknown
SFG274,Unknown
SFG275,Unknown
SFG276,Unknown
SFG278,Unknown
SFG280,Unknown
SFG281,Unknown
SFG282,Unknown
SFG284,Unknown
SFG285,Unknown
SFG286,Unknown
SFG288,Unknown
SFG289,Unknown
SFG293,Unknown
SFG296,Unknown
SFG298,Unknown
SFG299,Unknown
SFG300,Unknown
SFG301,Unknown
SFG302,Unknown
SFG308,Unknown
SFG311,Unknown
SFG313,Unknown
SFG315,Unknown
SFG316,Unknown
SFG318,Unknown
SFG322,Unknown
SFG324,Unknown
SFG331,Unknown
SFG340,Unknown
SFG342,Unknown
SFG353,Unknown
SFG354,Unknown
SFG355,Unknown
SFG356,Unknown
SFW105,Unknown
SFW110,Unknown
SFW111,Unknown
SFW112,Unknown
SFW115,Unknown
SFW118,Unknown
SFW119,Unknown
SFW120,Unknown
SFW121,Unknown
SFW129,Unknown
SFW156,Unknown
SFW157,Unknown
SFW159,Unknown
SFW164,Unknown
SFW174,Unknown
SFW180,Unknown
SFW181,Unknown
SGE002,Unknown
SGE015,Unknown
SGE021,Unknown
SGE023,Unknown
SGE024,Unknown
SGE027,Unknown
SGE031,Unknown
SGE033,Unknown
SGE036,Unknown
SGE038,Unknown
SGE039,Unknown
SGE041,Unknown
SGE042,Unknown
SGG003,Unknown
SGG004,Unknown
SGG005,Unknown
SGG007,Unknown
SGG008,Unknown
SGG010,Unknown
SGG013,Unknown
SGG014,Unknown
SGG015,Unknown
SGG018,Unknown
SGG020,Unknown
SGG021,Unknown
SGG024,Unknown
SGG026,Unknown
SGG027,Unknown
SGG028,Unknown
SGG029,Unknown
SGG030,Unknown
SGG032,Unknown
SGG033,Unknown
SGG034,Unknown
SGG035,Unknown
SGG036,Unknown
SGG099,Unknown
SGW024,Unknown
SGW026,Unknown
SGW046,Unknown
SGW047,Unknown
SGW051,Unknown
SGW054,Unknown
SGW056,Unknown
SGW057,Unknown
SGW058,Unknown
SGW059,Unknown
SGW060,Unknown
SGW063,Unknown
SGW064,Unknown
SGW065,Unknown
SGW078,Unknown
SGW084,Unknown
SGW092,Unknown
SGW093,Unknown
SGW095,Unknown
SGW109,Unknown
SGW110,Unknown
SGW115,Unknown
SGW117,Unknown
SGW120,Unknown
SHE002,Unknown
SHE007,Unknown
SHG007,Unknown
SHG009,Unknown
SHG010,Unknown
SHG017,Unknown
SHG021,Unknown
SHG022,Unknown
SHG024,Unknown
SHG025,Unknown
SHG027,Unknown
SHG036,Unknown
SHG041,Unknown
SHG042,Unknown
SHG043,Unknown
SHG044,Unknown
SHG045,Unknown
SHG046,Unknown
SHG047,Unknown
SHG048,Unknown
SHG049,Unknown
SHG050,Unknown
SHG051,Unknown
SHG052,Unknown
SHG053,Unknown
SHG054,Unknown
SHG055,Unknown
SHG056,Unknown
SHG057,Unknown
SHG058,Unknown
SHG059,Unknown
SHG060,Unknown
SHG061,Unknown
SHG062,Unknown
SHG063,Unknown
SHG064,Unknown
SHG066,Unknown
SHG067,Unknown
SHG068,Unknown
SHW014,Unknown
SHW023,Unknown
SIG002,Unknown
SIG003,Unknown
SIG004,Unknown
SIG006,Unknown
SIG007,Unknown
SIG008,Unknown
SIG009,Unknown
SIG012,Unknown
SIG013,Unknown
SIG016,Unknown
SIG020,Unknown
SIG021,Unknown
SIG023,Unknown
SIG025,Unknown
SIG027,Unknown
SIG030,Unknown
SIG034,Unknown
SIG035,Unknown
SIG036,Unknown
SIG082,Unknown
SIW001,Unknown
SIW014,Unknown
SIW023,Unknown
SIW031,Unknown
SIW034,Unknown
SIW037,Unknown
SIW038,Unknown
SJG001,Unknown
SJG003,Unknown
SJG004,Unknown
SJG006,Unknown
SJG008,Unknown
SJG014,Unknown
SJG016,Unknown
SKE001,Unknown
SKE006,Unknown
SKE007,Unknown
SKE023,Unknown
SKE028,Unknown
SKG021,Unknown
SKG022,Unknown
SKG023,Unknown
SKG028,Unknown
SKG031,Unknown
SKG039,Unknown
SKG042,Unknown
SKG053,Unknown
SKG070,Unknown
SKG075,Unknown
SKG109,Unknown
SKG163,Unknown
SKG191,Unknown
SKG204,Unknown
SKG205,Unknown
SKG216,Unknown
SKG231,Unknown
SKG238,Unknown
SKG239,Unknown
SKG241,Unknown
SKG246,Unknown
SKG251,Unknown
SKG253,Unknown
SKG260,Unknown
SKG261,Unknown
SKG262,Unknown
SKG265,Unknown
SKG266,Unknown
SKG267,Unknown
SKG268,Unknown
SKG269,Unknown
SKG270,Unknown
SKG271,Unknown
SKW058,Unknown
SKW164,Unknown
SKW166,Unknown
SKW176,Unknown
SKW182,Unknown
SKW188,Unknown
SKW196,Unknown
SKW198,Unknown
SKW202,Unknown
SKW203,Unknown
SLE012,Unknown
SLE014,Unknown
SLE026,Unknown
SLE029,Unknown
SLE030,Unknown
SLE031,Unknown
SLE035,Unknown
SLE044,Unknown
SLE045,Unknown
SLE048,Unknown
SLE050,Unknown
SLE072,Unknown
SLG085,Unknown
SLG099,Unknown
SLG105,Unknown
SLG112,Unknown
SLG113,Unknown
SLG115,Unknown
SLG165,Unknown
SLG222,Unknown
SLG229,Unknown
SLG247,Unknown
SLG255,Unknown
SLG262,Unknown
SLG263,Unknown
SLG265,Unknown
SLG266,Unknown
SLG268,Unknown
SLG269,Unknown
SLG271,Unknown
SLG272,Unknown
SLG273,Unknown
SLG274,Unknown
SLG275,Unknown
SLG277,Unknown
SLG283,Unknown
SLG284,Unknown
SLG285,Unknown
SLG286,Unknown
SLG287,Unknown
SLG288,Unknown
SLG290,Unknown
SLG293,Unknown
SLG295,Unknown
SLG296,Unknown
SLG298,Unknown
SLG300,Unknown
SLG301,Unknown
SLG303,Unknown
SLG304,Unknown
SLG306,Unknown
SLG307,Unknown
SLG313,Unknown
SLG316,Unknown
SLG317,Unknown
SLG318,Unknown
SLG321,Unknown
SLG322,Unknown
SLG323,Unknown
SLG324,Unknown
SLG326,Unknown
SLG327,Unknown
SLG330,Unknown
SLG331,Unknown
SLG333,Unknown
SLW193,Unknown
SLW205,Unknown
SLW206,Unknown
SLW212,Unknown
SLW214,Unknown
SLW218,Unknown
SLW238,Unknown
SLW240,Unknown
SMG005,Unknown
SMG023,Unknown
SMG024,Unknown
SMG025,Unknown
SMG028,Unknown
SMG033,Unknown
SMG035,Unknown
SMG036,Unknown
SMG038,Unknown
SMG043,Unknown
SMG044,Unknown
SMG045,Unknown
SMG046,Unknown
SMG049,Unknown
SMG050,Unknown
SMG053,Unknown
SMG054,Unknown
SMG055,Unknown
SMG056,Unknown
SMG057,Unknown
SMG058,Unknown
SMG059,Unknown
SMG061,Unknown
SMW002,Unknown
SMW004,Unknown
SNE002,Unknown
SNE004,Unknown
SNE013,Unknown
SNE014,Unknown
SNG016,Unknown
SNG023,Unknown
SNG029,Unknown
SNG034,Unknown
SNG035,Unknown
SNG037,Unknown
SNG038,Unknown
SNG039,Unknown
SNG040,Unknown
SNG042,Unknown
SNG045,Unknown
SNW012,Unknown
SNW047,Unknown
SNW051,Unknown
SNW058,Unknown
SNW059,Unknown
SNW063,Unknown
SNW069,Unknown
SNW073,Unknown
SOE002,Unknown
SOW032,Unknown
SPE005,Unknown
SPE007,Unknown
SPE011,Unknown
SPE022,Unknown
SPE023,Unknown
SPE024,Unknown
SPE025,Unknown
SPE026,Unknown
SPE029,Unknown
SPE030,Unknown
SPG022,Unknown
SPG029,Unknown
SPG034,Unknown
SPG036,Unknown
SPG040,Unknown
SPG051,Unknown
SPG052,Unknown
SPG062,Unknown
SPG063,Unknown
SPG068,Unknown
SPG070,Unknown
SPG071,Unknown
SPG072,Unknown
SPG073,Unknown
SPG074,Unknown
SPG075,Unknown
SPG076,Unknown
SPG078,Unknown
SPG079,Unknown
SPG080,Unknown
SPG082,Unknown
SPG083,Unknown
SPG084,Unknown
SPG085,Unknown
SPG087,Unknown
SPG088,Unknown
SPG090,Unknown
SPG091,Unknown
SPG092,Unknown
SPG094,Unknown
SPG095,Unknown
SPG096,Unknown
SPG097,Unknown
SPG098,Unknown
SPG103,Unknown
SPW038,Unknown
SPW046,Unknown
